Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0263939958, 14.04.2021, 09:36, 5.000000, 8.000000,
CH0263939958, 29.12.2025, 11:54, 2.000000, 2.000000,
CH0263939958, 07.06.2021, 16:29, 5.000000, 4.000000,
CH0263939958, 10.06.2021, 11:27, 5.000000, 60.000000,
CH0263939958, 10.06.2021, 12:13, 4.000000, 30.000000,
CH0263939958, 10.06.2021, 11:27, 4.300000, 10.000000,
CH0263939958, 10.06.2021, 11:27, 4.000000, 500.000000,
CH0263939958, 13.01.2026, 08:30, 2.000000, 2.000000,
CH0263939958, 20.08.2021, 08:30, 3.350000, 5.000000,
CH0263939958, 24.08.2021, 14:36, 3.350000, 295.000000,
CH0263939958, 24.08.2021, 14:36, 3.300000, 109.000000,
CH0263939958, 01.10.2021, 16:01, 3.300000, 30.000000,
CH0263939958, 01.10.2021, 16:01, 3.300000, 90.000000,
CH0263939958, 18.11.2021, 09:45, 3.000000, 868.000000,
CH0263939958, 17.02.2022, 12:02, 0.600000, 5.000000,
CH0263939958, 04.03.2022, 11:46, 0.600000, 2.000000,
CH0263939958, 26.04.2022, 14:29, 0.600000, 4.000000,
CH0263939958, 23.05.2022, 09:00, 2.000000, 880.000000,
CH0263939958, 09.06.2022, 08:32, 4.000000, 20.000000,
CH0263939958, 15.07.2022, 10:48, 2.000000, 110.000000,
CH0263939958, 31.08.2022, 09:30, 2.100000, 8.000000,
CH0263939958, 13.09.2022, 16:53, 4.000000, 94.000000,
CH0263939958, 14.09.2022, 08:31, 4.000000, 17.000000,
CH0263939958, 18.10.2022, 14:53, 2.150000, 9.000000,
CH0263939958, 07.11.2022, 11:49, 2.150000, 6.000000,
CH0263939958, 08.11.2022, 09:27, 4.000000, 2.000000,
CH0263939958, 21.12.2022, 13:44, 2.150000, 10.000000,
CH0263939958, 03.01.2023, 08:57, 2.150000, 100.000000,
CH0263939958, 02.02.2023, 16:56, 2.150000, 22.000000,
CH0263939958, 21.03.2023, 09:11, 2.150000, 3.000000,
CH0263939958, 26.05.2023, 11:33, 2.150000, 10.000000,
CH0263939958, 16.06.2023, 13:07, 2.150000, 28.000000,
CH0263939958, 18.07.2023, 16:07, 2.150000, 12.000000,
CH0263939958, 18.07.2023, 16:07, 2.100000, 12.000000,
CH0263939958, 21.09.2023, 15:19, 2.500000, 1000.000000,
CH0263939958, 10.10.2023, 11:40, 2.500000, 150.000000,
CH0263939958, 12.12.2023, 14:58, 2.500000, 250.000000,
CH0263939958, 22.12.2023, 15:06, 0.200000, 12.000000,
CH0263939958, 02.02.2024, 12:04, 0.300000, 1500.000000,
CH0263939958, 02.02.2024, 12:04, 0.250000, 2540.000000,
CH0263939958, 05.03.2024, 15:07, 0.300000, 113.000000,
CH0263939958, 11.04.2024, 16:57, 0.400000, 1.000000,
CH0263939958, 22.04.2024, 12:33, 0.400000, 499.000000,
CH0263939958, 22.04.2024, 12:33, 0.400000, 501.000000,
