Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0004959505, 18.12.2025, 09:46, 1400.000000, 1.000000,
CH0004959505, 16.04.2021, 08:32, 2420.000000, 1.000000,
CH0004959505, 07.05.2021, 08:30, 2420.000000, 2.000000,
CH0004959505, 28.05.2021, 14:40, 2300.000000, 1.000000,
CH0004959505, 31.05.2021, 09:17, 2400.000000, 3.000000,
CH0004959505, 31.05.2021, 09:28, 2400.000000, 3.000000,
CH0004959505, 14.01.2026, 13:59, 1100.000000, 1.000000,
CH0004959505, 15.01.2026, 16:56, 1200.000000, 3.000000,
CH0004959505, 12.07.2021, 15:07, 2450.000000, 1.000000,
CH0004959505, 14.07.2021, 16:55, 2450.000000, 4.000000,
CH0004959505, 22.01.2026, 10:33, 1145.000000, 1.000000,
CH0004959505, 22.01.2026, 10:33, 1140.000000, 1.000000,
CH0004959505, 27.01.2026, 12:08, 1140.000000, 1.000000,
CH0004959505, 27.01.2026, 12:11, 1120.000000, 5.000000,
CH0004959505, 27.01.2026, 12:08, 1120.000000, 4.000000,
CH0004959505, 05.02.2026, 09:34, 1100.000000, 5.000000,
CH0004959505, 05.10.2021, 13:09, 2250.000000, 2.000000,
CH0004959505, 05.02.2026, 09:34, 1025.000000, 5.000000,
CH0004959505, 05.02.2026, 09:34, 1000.000000, 10.000000,
CH0004959505, 15.10.2021, 11:23, 2210.000000, 1.000000,
CH0004959505, 09.02.2026, 10:29, 900.000000, 1.000000,
CH0004959505, 09.02.2026, 10:45, 900.000000, 4.000000,
CH0004959505, 09.02.2026, 11:13, 950.000000, 4.000000,
CH0004959505, 03.12.2021, 12:10, 2210.000000, 2.000000,
CH0004959505, 03.12.2021, 12:10, 2205.000000, 2.000000,
CH0004959505, 08.12.2021, 16:11, 2205.000000, 1.000000,
CH0004959505, 08.12.2021, 16:11, 2200.000000, 5.000000,
CH0004959505, 27.02.2026, 09:33, 980.000000, 5.000000,
CH0004959505, 27.02.2026, 09:33, 1050.000000, 1.000000,
CH0004959505, 27.02.2026, 09:33, 1000.000000, 10.000000,
CH0004959505, 25.02.2022, 14:27, 2150.000000, 3.000000,
CH0004959505, 25.02.2022, 14:27, 2100.000000, 1.000000,
CH0004959505, 17.03.2022, 14:37, 2200.000000, 1.000000,
CH0004959505, 21.03.2022, 15:58, 2200.000000, 4.000000,
CH0004959505, 13.04.2022, 13:32, 2300.000000, 3.000000,
CH0004959505, 13.04.2022, 13:32, 2440.000000, 1.000000,
CH0004959505, 09.06.2022, 12:45, 2440.000000, 3.000000,
CH0004959505, 09.06.2022, 12:47, 2450.000000, 3.000000,
CH0004959505, 10.06.2022, 09:25, 2450.000000, 1.000000,
CH0004959505, 10.06.2022, 09:25, 2500.000000, 2.000000,
CH0004959505, 10.06.2022, 09:25, 2500.000000, 1.000000,
CH0004959505, 22.08.2022, 08:56, 2250.000000, 2.000000,
CH0004959505, 02.11.2022, 08:48, 2250.000000, 1.000000,
CH0004959505, 18.11.2022, 16:49, 2200.000000, 3.000000,
CH0004959505, 23.11.2022, 15:18, 2200.000000, 12.000000,
CH0004959505, 05.12.2022, 09:52, 2200.000000, 7.000000,
CH0004959505, 23.01.2023, 09:58, 2290.000000, 10.000000,
CH0004959505, 26.01.2023, 11:28, 2200.000000, 3.000000,
CH0004959505, 15.02.2023, 11:29, 2200.000000, 2.000000,
CH0004959505, 11.04.2023, 09:43, 2100.000000, 5.000000,
CH0004959505, 11.04.2023, 09:45, 2100.000000, 4.000000,
CH0004959505, 11.04.2023, 09:43, 2100.000000, 1.000000,
CH0004959505, 21.04.2023, 12:15, 2300.000000, 3.000000,
CH0004959505, 21.04.2023, 12:15, 2350.000000, 2.000000,
CH0004959505, 03.05.2023, 10:59, 2150.000000, 5.000000,
CH0004959505, 03.05.2023, 12:11, 2150.000000, 5.000000,
CH0004959505, 03.05.2023, 15:08, 2150.000000, 20.000000,
CH0004959505, 08.06.2023, 08:32, 2100.000000, 5.000000,
CH0004959505, 16.06.2023, 09:35, 2080.000000, 2.000000,
CH0004959505, 29.06.2023, 14:16, 2080.000000, 5.000000,
CH0004959505, 25.07.2023, 11:31, 2100.000000, 20.000000,
CH0004959505, 06.12.2023, 13:25, 2000.000000, 3.000000,
CH0004959505, 20.12.2023, 15:38, 2100.000000, 1.000000,
CH0004959505, 05.02.2024, 09:17, 2150.000000, 3.000000,
CH0004959505, 05.02.2024, 09:17, 2100.000000, 2.000000,
CH0004959505, 20.02.2024, 14:54, 1910.000000, 5.000000,
