Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0005051021, 14.01.2026, 08:30, 75.000000, 1.000000,
CH0005051021, 23.06.2021, 15:38, 65.000000, 5.000000,
CH0005051021, 19.01.2026, 15:20, 75.000000, 1.000000,
CH0005051021, 03.08.2021, 08:40, 58.000000, 2.000000,
CH0005051021, 17.09.2021, 09:27, 63.000000, 12.000000,
CH0005051021, 27.10.2021, 13:23, 68.000000, 2.000000,
CH0005051021, 17.03.2022, 11:36, 68.000000, 4.000000,
CH0005051021, 25.05.2022, 16:16, 68.000000, 14.000000,
CH0005051021, 25.05.2022, 16:28, 68.000000, 1.000000,
CH0005051021, 10.06.2022, 11:31, 60.000000, 20.000000,
CH0005051021, 10.06.2022, 11:31, 52.000000, 2.000000,
CH0005051021, 01.11.2022, 09:32, 65.000000, 2.000000,
CH0005051021, 01.11.2022, 10:31, 65.000000, 10.000000,
CH0005051021, 06.12.2022, 09:39, 65.000000, 5.000000,
CH0005051021, 20.12.2022, 08:40, 65.000000, 1.000000,
CH0005051021, 03.04.2023, 10:05, 65.000000, 2.000000,
CH0005051021, 03.04.2023, 08:31, 65.000000, 2.000000,
CH0005051021, 19.06.2023, 08:48, 68.000000, 2.000000,
CH0005051021, 28.07.2023, 11:51, 65.000000, 2.000000,
CH0005051021, 01.09.2023, 14:18, 68.000000, 7.000000,
CH0005051021, 09.10.2023, 10:06, 68.000000, 2.000000,
CH0005051021, 05.12.2023, 11:17, 65.000000, 5.000000,
CH0005051021, 04.01.2024, 14:52, 65.000000, 5.000000,
CH0005051021, 05.01.2024, 10:59, 52.000000, 2.000000,
CH0005051021, 09.01.2024, 16:19, 68.000000, 1.000000,
CH0005051021, 26.01.2024, 08:30, 68.000000, 4.000000,
CH0005051021, 26.01.2024, 08:30, 68.000000, 4.000000,
CH0005051021, 26.01.2024, 08:30, 70.000000, 20.000000,
CH0005051021, 26.01.2024, 08:35, 70.000000, 4.000000,
CH0005051021, 25.03.2024, 16:57, 58.000000, 10.000000,
CH0005051021, 05.04.2024, 08:31, 68.000000, 3.000000,
CH0005051021, 08.05.2024, 13:42, 68.000000, 3.000000,
CH0005051021, 05.06.2024, 14:01, 74.000000, 20.000000,
CH0005051021, 09.07.2024, 15:25, 52.000000, 3.000000,
CH0005051021, 23.09.2024, 12:28, 53.000000, 1.000000,
CH0005051021, 23.09.2024, 12:28, 50.000000, 1.000000,
CH0005051021, 23.09.2024, 12:28, 52.000000, 3.000000,
CH0005051021, 10.12.2024, 08:30, 74.900000, 1.000000,
CH0005051021, 15.01.2025, 09:43, 60.000000, 7.000000,
CH0005051021, 05.02.2025, 08:30, 60.000000, 1.000000,
CH0005051021, 08.04.2025, 16:38, 62.000000, 8.000000,
CH0005051021, 21.05.2025, 09:29, 70.000000, 7.000000,
CH0005051021, 04.06.2025, 13:53, 70.000000, 5.000000,
CH0005051021, 18.06.2025, 14:44, 70.000000, 2.000000,
CH0005051021, 24.06.2025, 11:45, 70.000000, 6.000000,
CH0005051021, 25.06.2025, 09:48, 65.000000, 30.000000,
CH0005051021, 04.07.2025, 09:33, 72.000000, 5.000000,
CH0005051021, 09.07.2025, 14:38, 72.000000, 5.000000,
CH0005051021, 09.07.2025, 14:40, 74.900000, 5.000000,
CH0005051021, 09.07.2025, 14:38, 74.900000, 5.000000,
CH0005051021, 09.07.2025, 14:40, 80.000000, 5.000000,
CH0005051021, 14.07.2025, 09:53, 80.000000, 1.000000,
CH0005051021, 24.07.2025, 14:30, 62.000000, 2.000000,
CH0005051021, 10.09.2025, 08:31, 80.000000, 10.000000,
CH0005051021, 21.10.2025, 16:34, 80.000000, 1.000000,
CH0005051021, 24.10.2025, 15:06, 68.000000, 1.000000,
CH0005051021, 11.06.2004, 14:24, 430.000000, 2.000000,
CH0005051021, 08.12.2005, 15:13, 430.000000, 3.000000,
CH0005051021, 08.05.2007, 15:24, 150.000000, 5.000000,
CH0005051021, 20.02.2008, 11:24, 115.000000, 4.000000,
CH0005051021, 07.05.2008, 13:12, 150.000000, 1.000000,
CH0005051021, 26.05.2008, 16:06, 150.000000, 10.000000,
CH0005051021, 05.06.2008, 10:44, 150.000000, 4.000000,
CH0005051021, 19.06.2008, 11:45, 150.000000, 2.000000,
CH0005051021, 07.07.2008, 08:03, 50.000000, 1.000000,
CH0005051021, 05.01.2009, 13:51, 70.000000, 5.000000,
CH0005051021, 08.06.2009, 11:59, 85.000000, 2.000000,
CH0005051021, 07.08.2009, 15:29, 95.000000, 2.000000,
CH0005051021, 12.12.2012, 09:57, 65.000000, 1.000000,
CH0005051021, 17.09.2013, 15:59, 65.000000, 10.000000,
CH0005051021, 10.07.2014, 09:30, 85.000000, 2.000000,
CH0005051021, 06.10.2014, 10:36, 119.000000, 1.000000,
CH0005051021, 06.10.2014, 10:36, 120.000000, 4.000000,
CH0005051021, 16.02.2015, 15:50, 85.000000, 2.000000,
CH0005051021, 08.04.2015, 15:07, 85.000000, 4.000000,
CH0005051021, 04.06.2015, 10:04, 60.000000, 4.000000,
CH0005051021, 09.06.2015, 13:43, 60.000000, 11.000000,
CH0005051021, 26.06.2015, 13:28, 40.000000, 1.000000,
CH0005051021, 07.07.2015, 15:58, 40.000000, 5.000000,
CH0005051021, 12.08.2015, 09:20, 85.000000, 12.000000,
CH0005051021, 14.08.2015, 09:38, 85.000000, 9.000000,
CH0005051021, 22.10.2015, 14:09, 50.000000, 10.000000,
CH0005051021, 10.11.2015, 14:04, 50.000000, 10.000000,
CH0005051021, 26.11.2015, 16:59, 50.000000, 3.000000,
CH0005051021, 23.12.2015, 10:34, 75.000000, 2.000000,
CH0005051021, 07.03.2016, 10:23, 45.000000, 2.000000,
CH0005051021, 28.04.2016, 11:48, 95.000000, 10.000000,
CH0005051021, 17.08.2016, 11:38, 59.000000, 1.000000,
CH0005051021, 24.07.2017, 15:11, 80.000000, 1.000000,
CH0005051021, 24.07.2017, 15:11, 66.000000, 1.000000,
CH0005051021, 30.10.2017, 15:41, 70.000000, 10.000000,
CH0005051021, 03.11.2017, 09:23, 75.000000, 100.000000,
CH0005051021, 06.12.2017, 09:38, 55.000000, 10.000000,
CH0005051021, 05.07.2018, 13:12, 95.000000, 1.000000,
CH0005051021, 09.07.2018, 14:37, 95.000000, 10.000000,
CH0005051021, 02.08.2018, 11:21, 75.000000, 1.000000,
CH0005051021, 04.12.2018, 12:33, 58.100000, 5.000000,
CH0005051021, 02.05.2019, 08:31, 59.000000, 1.000000,
CH0005051021, 10.05.2019, 09:49, 59.000000, 5.000000,
CH0005051021, 22.07.2019, 16:26, 59.000000, 1.000000,
CH0005051021, 30.10.2019, 08:31, 94.000000, 5.000000,
CH0005051021, 30.10.2019, 08:31, 93.900000, 5.000000,
CH0005051021, 25.11.2019, 14:57, 94.000000, 21.000000,
CH0005051021, 18.12.2019, 10:03, 63.550000, 8.000000,
CH0005051021, 08.01.2020, 10:20, 65.000000, 10.000000,
CH0005051021, 20.01.2020, 11:47, 64.000000, 20.000000,
