Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0006524265, 25.03.2021, 11:11, 269.000000, 10.000000,
CH0006524265, 07.05.2021, 11:57, 240.000000, 10.000000,
CH0006524265, 08.01.2026, 16:52, 355.000000, 20.000000,
CH0006524265, 08.01.2026, 16:57, 355.000000, 5.000000,
CH0006524265, 03.06.2021, 09:00, 269.000000, 10.000000,
CH0006524265, 04.06.2021, 10:08, 269.000000, 10.000000,
CH0006524265, 30.06.2021, 09:29, 240.000000, 2.000000,
CH0006524265, 20.01.2026, 14:54, 355.000000, 6.000000,
CH0006524265, 08.10.2021, 10:51, 251.000000, 1.000000,
CH0006524265, 09.02.2026, 11:17, 355.000000, 12.000000,
CH0006524265, 22.10.2021, 11:16, 251.000000, 5.000000,
CH0006524265, 11.02.2026, 08:30, 355.000000, 30.000000,
CH0006524265, 24.11.2021, 09:46, 288.000000, 4.000000,
CH0006524265, 24.11.2021, 09:46, 288.000000, 4.000000,
CH0006524265, 01.12.2021, 11:20, 255.000000, 20.000000,
CH0006524265, 01.12.2021, 11:20, 225.000000, 10.000000,
CH0006524265, 23.02.2026, 14:08, 366.000000, 27.000000,
CH0006524265, 26.01.2022, 08:38, 260.000000, 10.000000,
CH0006524265, 31.03.2022, 08:31, 390.000000, 7.000000,
CH0006524265, 05.04.2022, 11:35, 400.000000, 3.000000,
CH0006524265, 12.05.2022, 09:03, 400.000000, 24.000000,
CH0006524265, 12.05.2022, 09:49, 400.000000, 10.000000,
CH0006524265, 12.05.2022, 09:54, 400.000000, 5.000000,
CH0006524265, 16.06.2022, 14:37, 390.000000, 40.000000,
CH0006524265, 13.07.2022, 10:10, 350.000000, 40.000000,
CH0006524265, 09.08.2022, 16:38, 340.000000, 2.000000,
CH0006524265, 09.08.2022, 16:38, 330.000000, 7.000000,
CH0006524265, 19.08.2022, 10:15, 350.000000, 5.000000,
CH0006524265, 19.08.2022, 10:30, 350.000000, 10.000000,
CH0006524265, 19.08.2022, 11:07, 350.000000, 35.000000,
CH0006524265, 07.09.2022, 16:44, 390.000000, 1.000000,
CH0006524265, 11.11.2022, 10:42, 370.000000, 1.000000,
CH0006524265, 11.11.2022, 10:42, 331.000000, 6.000000,
CH0006524265, 29.12.2022, 10:20, 360.000000, 10.000000,
CH0006524265, 29.12.2022, 10:20, 331.000000, 1.000000,
CH0006524265, 06.02.2023, 09:10, 400.000000, 25.000000,
CH0006524265, 08.02.2023, 15:43, 336.000000, 4.000000,
CH0006524265, 23.02.2023, 13:10, 360.000000, 33.000000,
CH0006524265, 11.05.2023, 15:49, 347.000000, 1.000000,
CH0006524265, 22.08.2023, 14:51, 370.000000, 5.000000,
CH0006524265, 04.09.2023, 14:07, 370.000000, 4.000000,
CH0006524265, 20.09.2023, 11:04, 375.000000, 4.000000,
CH0006524265, 20.09.2023, 11:04, 370.000000, 6.000000,
CH0006524265, 05.10.2023, 16:06, 375.000000, 29.000000,
CH0006524265, 19.10.2023, 10:30, 370.000000, 5.000000,
CH0006524265, 01.12.2023, 11:53, 385.000000, 15.000000,
CH0006524265, 15.12.2023, 09:37, 370.000000, 8.000000,
CH0006524265, 15.02.2024, 09:19, 370.000000, 5.000000,
CH0006524265, 22.02.2024, 08:30, 386.250000, 20.000000,
CH0006524265, 26.02.2024, 08:31, 386.250000, 20.000000,
CH0006524265, 25.03.2024, 12:09, 370.000000, 10.000000,
CH0006524265, 15.04.2024, 08:32, 410.000000, 10.000000,
CH0006524265, 29.04.2024, 14:41, 410.000000, 10.000000,
CH0006524265, 29.04.2024, 15:24, 370.000000, 10.000000,
CH0006524265, 06.05.2024, 08:32, 370.000000, 42.000000,
CH0006524265, 11.06.2024, 08:30, 370.000000, 33.000000,
CH0006524265, 11.06.2024, 08:49, 370.000000, 7.000000,
CH0006524265, 27.06.2024, 14:24, 351.000000, 5.000000,
CH0006524265, 27.06.2024, 14:24, 350.000000, 35.000000,
CH0006524265, 26.07.2024, 10:15, 375.000000, 4.000000,
CH0006524265, 22.08.2024, 10:22, 350.000000, 10.000000,
CH0006524265, 30.08.2024, 13:36, 500.000000, 1.000000,
CH0006524265, 03.09.2024, 08:57, 350.000000, 1.000000,
CH0006524265, 09.09.2024, 10:54, 350.000000, 12.000000,
CH0006524265, 16.09.2024, 15:53, 355.000000, 24.000000,
CH0006524265, 30.09.2024, 09:29, 350.000000, 1.000000,
CH0006524265, 01.11.2024, 11:03, 355.000000, 2.000000,
CH0006524265, 04.11.2024, 08:37, 360.000000, 1.000000,
CH0006524265, 04.11.2024, 08:37, 360.000000, 3.000000,
CH0006524265, 28.11.2024, 14:49, 360.000000, 10.000000,
CH0006524265, 28.11.2024, 14:49, 355.000000, 2.000000,
CH0006524265, 28.11.2024, 14:49, 350.000000, 25.000000,
CH0006524265, 04.12.2024, 14:57, 350.000000, 16.000000,
CH0006524265, 09.12.2024, 08:47, 440.000000, 5.000000,
CH0006524265, 26.02.2025, 12:51, 385.000000, 6.000000,
CH0006524265, 10.03.2025, 14:17, 380.000000, 10.000000,
CH0006524265, 04.04.2025, 10:01, 380.000000, 3.000000,
CH0006524265, 10.04.2025, 12:06, 380.000000, 7.000000,
CH0006524265, 02.05.2025, 08:30, 360.000000, 3.000000,
CH0006524265, 02.05.2025, 08:30, 380.000000, 17.000000,
CH0006524265, 02.05.2025, 11:05, 380.000000, 3.000000,
CH0006524265, 12.05.2025, 12:00, 425.000000, 2.000000,
CH0006524265, 15.07.2025, 08:30, 422.000000, 5.000000,
CH0006524265, 03.03.2020, 13:27, 199.500000, 5.000000,
CH0006524265, 06.03.2020, 14:54, 199.500000, 2.000000,
CH0006524265, 22.07.2025, 08:30, 422.000000, 25.000000,
CH0006524265, 22.07.2025, 08:30, 425.000000, 5.000000,
CH0006524265, 11.08.2025, 13:12, 327.000000, 10.000000,
CH0006524265, 11.08.2025, 13:22, 315.000000, 8.000000,
CH0006524265, 11.08.2025, 13:40, 310.000000, 4.000000,
CH0006524265, 11.08.2025, 13:43, 300.000000, 21.000000,
CH0006524265, 11.08.2025, 13:48, 300.000000, 10.000000,
CH0006524265, 11.08.2025, 13:12, 325.000000, 20.000000,
CH0006524265, 11.08.2025, 13:40, 300.000000, 3.000000,
CH0006524265, 11.08.2025, 13:40, 300.000000, 4.000000,
CH0006524265, 11.08.2025, 14:06, 300.000000, 20.000000,
CH0006524265, 08.09.2025, 15:40, 305.000000, 33.000000,
CH0006524265, 07.10.2025, 08:32, 320.000000, 2.000000,
CH0006524265, 07.10.2025, 13:34, 325.000000, 1.000000,
CH0006524265, 13.10.2025, 08:31, 330.000000, 20.000000,
CH0006524265, 13.10.2025, 12:09, 345.000000, 6.000000,
CH0006524265, 13.10.2025, 12:09, 350.000000, 14.000000,
CH0006524265, 17.10.2025, 14:30, 330.000000, 5.000000,
CH0006524265, 31.10.2025, 15:08, 350.000000, 2.000000,
CH0006524265, 11.11.2025, 11:08, 350.000000, 5.000000,
CH0006524265, 26.11.2025, 11:28, 375.000000, 30.000000,
CH0006524265, 26.11.2025, 11:28, 355.000000, 27.000000,
CH0006524265, 15.12.2025, 08:31, 355.000000, 10.000000,
CH0006524265, 08.12.2005, 16:28, 1080.000000, 3.000000,
CH0006524265, 03.01.2006, 09:10, 1090.000000, 3.000000,
CH0006524265, 02.05.2006, 09:26, 1130.000000, 3.000000,
CH0006524265, 29.05.2006, 15:31, 1140.000000, 5.000000,
CH0006524265, 01.06.2006, 10:44, 1145.000000, 5.000000,
CH0006524265, 17.07.2007, 14:34, 1155.000000, 2.000000,
CH0006524265, 13.08.2007, 16:55, 1155.000000, 3.000000,
CH0006524265, 20.08.2008, 09:14, 810.000000, 2.000000,
CH0006524265, 20.08.2008, 13:29, 810.000000, 1.000000,
CH0006524265, 03.09.2008, 09:34, 450.000000, 1.000000,
CH0006524265, 19.09.2008, 08:00, 450.000000, 1.000000,
CH0006524265, 19.09.2008, 08:28, 450.000000, 19.000000,
CH0006524265, 23.09.2008, 08:00, 850.000000, 2.000000,
CH0006524265, 28.10.2008, 15:37, 940.000000, 5.000000,
CH0006524265, 03.11.2008, 14:33, 900.000000, 5.000000,
CH0006524265, 04.01.2010, 13:07, 850.000000, 9.000000,
CH0006524265, 12.07.2010, 16:36, 980.000000, 2.000000,
CH0006524265, 28.12.2010, 10:25, 960.000000, 3.000000,
CH0006524265, 28.12.2010, 10:25, 930.000000, 6.000000,
CH0006524265, 28.12.2010, 14:06, 930.000000, 1.000000,
CH0006524265, 18.01.2011, 11:00, 980.000000, 1.000000,
CH0006524265, 18.01.2011, 11:29, 980.000000, 1.000000,
CH0006524265, 26.01.2011, 14:51, 1020.000000, 1.000000,
CH0006524265, 04.03.2011, 15:30, 1300.000000, 4.000000,
CH0006524265, 10.03.2011, 11:43, 1050.000000, 1.000000,
CH0006524265, 10.03.2011, 11:43, 1100.000000, 2.000000,
CH0006524265, 12.04.2011, 09:56, 1100.000000, 5.000000,
CH0006524265, 04.05.2011, 13:58, 1175.000000, 3.000000,
CH0006524265, 20.12.2011, 14:05, 980.000000, 5.000000,
CH0006524265, 20.12.2011, 14:05, 930.000000, 1.000000,
CH0006524265, 20.12.2011, 14:07, 900.000000, 3.000000,
CH0006524265, 20.12.2011, 14:05, 1000.000000, 2.000000,
CH0006524265, 20.03.2013, 10:33, 955.000000, 10.000000,
CH0006524265, 17.05.2013, 14:20, 1050.000000, 2.000000,
CH0006524265, 10.06.2014, 09:14, 850.000000, 10.000000,
CH0006524265, 19.06.2014, 14:45, 925.000000, 4.000000,
CH0006524265, 20.06.2014, 13:15, 900.000000, 10.000000,
CH0006524265, 20.06.2014, 13:54, 900.000000, 6.000000,
CH0006524265, 23.06.2014, 09:27, 900.000000, 20.000000,
CH0006524265, 24.06.2014, 13:04, 900.000000, 10.000000,
CH0006524265, 24.06.2014, 13:10, 900.000000, 10.000000,
CH0006524265, 27.06.2014, 12:07, 900.000000, 20.000000,
CH0006524265, 01.07.2014, 11:15, 900.000000, 20.000000,
CH0006524265, 09.07.2014, 09:22, 900.000000, 2.000000,
CH0006524265, 09.07.2014, 13:39, 900.000000, 10.000000,
CH0006524265, 28.08.2014, 09:59, 850.000000, 20.000000,
CH0006524265, 21.10.2014, 11:10, 800.000000, 5.000000,
CH0006524265, 21.10.2014, 11:17, 890.000000, 2.000000,
CH0006524265, 24.10.2014, 14:30, 720.000000, 3.000000,
