Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0342342653, 31.05.2021, 13:38, 76.000000, 2.000000,
CH0342342653, 12.07.2021, 15:41, 67.000000, 1.000000,
CH0342342653, 16.07.2021, 15:00, 67.000000, 16.000000,
CH0342342653, 21.07.2021, 15:45, 76.000000, 18.000000,
CH0342342653, 22.07.2021, 08:30, 90.000000, 20.000000,
CH0342342653, 22.07.2021, 08:41, 90.000000, 5.000000,
CH0342342653, 23.07.2021, 13:21, 80.000000, 40.000000,
CH0342342653, 23.07.2021, 13:42, 80.000000, 5.000000,
CH0342342653, 08.09.2021, 08:30, 80.000000, 4.000000,
CH0342342653, 23.11.2021, 16:25, 80.000000, 1.000000,
CH0342342653, 23.11.2021, 16:25, 80.000000, 10.000000,
CH0342342653, 21.02.2022, 08:30, 65.050000, 2.000000,
CH0342342653, 21.04.2022, 13:08, 80.000000, 6.000000,
CH0342342653, 21.04.2022, 13:12, 80.000000, 4.000000,
CH0342342653, 21.04.2022, 13:17, 80.000000, 2.000000,
CH0342342653, 07.06.2022, 08:31, 70.000000, 2.000000,
CH0342342653, 10.06.2022, 16:45, 67.000000, 2.000000,
CH0342342653, 30.08.2022, 11:27, 84.950000, 2.000000,
CH0342342653, 31.08.2022, 13:58, 67.200000, 30.000000,
CH0342342653, 18.11.2022, 16:34, 84.950000, 5.000000,
CH0342342653, 17.01.2023, 08:30, 84.950000, 2.000000,
CH0342342653, 23.01.2023, 14:25, 84.950000, 16.000000,
CH0342342653, 23.01.2023, 14:25, 85.000000, 4.000000,
CH0342342653, 30.01.2023, 10:31, 74.050000, 20.000000,
CH0342342653, 08.05.2023, 11:50, 79.550000, 18.000000,
CH0342342653, 05.07.2023, 11:53, 120.000000, 5.000000,
CH0342342653, 29.08.2023, 11:29, 90.000000, 1.000000,
CH0342342653, 10.10.2023, 08:31, 120.000000, 2.000000,
CH0342342653, 23.10.2023, 08:31, 120.000000, 1.000000,
CH0342342653, 27.12.2023, 08:34, 75.000000, 2.000000,
CH0342342653, 15.01.2024, 10:56, 67.050000, 15.000000,
CH0342342653, 15.01.2024, 10:56, 67.000000, 7.000000,
CH0342342653, 14.02.2024, 14:38, 80.000000, 2.000000,
CH0342342653, 29.02.2024, 08:30, 80.000000, 1.000000,
CH0342342653, 12.03.2024, 09:58, 78.000000, 5.000000,
CH0342342653, 12.03.2024, 09:58, 80.000000, 1.000000,
CH0342342653, 12.04.2024, 16:09, 66.000000, 1.000000,
CH0342342653, 12.04.2024, 16:59, 100.000000, 2.000000,
CH0342342653, 02.05.2024, 08:33, 66.000000, 8.000000,
CH0342342653, 14.05.2024, 08:34, 70.000000, 17.000000,
CH0342342653, 12.06.2024, 09:29, 70.000000, 6.000000,
CH0342342653, 12.07.2024, 09:34, 80.000000, 5.000000,
CH0342342653, 12.07.2024, 09:34, 78.050000, 18.000000,
CH0342342653, 02.08.2024, 15:28, 120.000000, 2.000000,
CH0342342653, 25.09.2024, 13:45, 120.000000, 1.000000,
CH0342342653, 12.11.2024, 13:43, 120.000000, 10.000000,
CH0342342653, 13.03.2025, 09:34, 120.000000, 1.000000,
CH0342342653, 19.03.2025, 08:34, 120.000000, 2.000000,
CH0342342653, 19.03.2025, 09:31, 120.000000, 3.000000,
CH0342342653, 28.03.2025, 09:44, 67.250000, 1.000000,
CH0342342653, 09.04.2025, 11:06, 67.250000, 4.000000,
CH0342342653, 03.03.2020, 16:16, 63.000000, 2.000000,
CH0342342653, 21.07.2025, 10:29, 67.450000, 1.000000,
CH0342342653, 12.08.2025, 08:31, 67.750000, 3.000000,
CH0342342653, 12.09.2025, 16:01, 166.000000, 3.000000,
CH0342342653, 08.09.2017, 10:15, 70.000000, 1.000000,
CH0342342653, 25.09.2017, 11:14, 75.000000, 2.000000,
CH0342342653, 29.09.2017, 09:53, 75.000000, 1.000000,
CH0342342653, 19.12.2017, 08:58, 75.000000, 2.000000,
CH0342342653, 22.01.2018, 11:11, 75.000000, 6.000000,
CH0342342653, 08.03.2018, 09:27, 100.000000, 1.000000,
CH0342342653, 08.03.2018, 09:27, 90.000000, 8.000000,
CH0342342653, 13.06.2018, 14:42, 95.000000, 5.000000,
CH0342342653, 11.09.2018, 09:03, 95.100000, 5.000000,
CH0342342653, 19.09.2018, 08:32, 95.100000, 2.000000,
CH0342342653, 06.11.2018, 15:52, 110.000000, 1.000000,
CH0342342653, 06.11.2018, 15:52, 95.100000, 3.000000,
CH0342342653, 28.11.2018, 08:31, 95.000000, 3.000000,
CH0342342653, 08.02.2019, 16:03, 60.100000, 6.000000,
CH0342342653, 16.05.2019, 11:58, 63.000000, 1.000000,
CH0342342653, 12.09.2019, 09:00, 63.000000, 2.000000,
CH0342342653, 10.10.2019, 11:22, 63.000000, 6.000000,
CH0342342653, 08.01.2020, 13:10, 80.000000, 2.000000,
CH0342342653, 02.03.2020, 12:51, 63.000000, 9.000000,
CH0342342653, 06.08.2020, 08:33, 55.100000, 6.000000,
CH0342342653, 25.08.2020, 08:30, 58.000000, 4.000000,
CH0342342653, 27.08.2020, 15:20, 56.000000, 3.000000,
CH0342342653, 24.09.2020, 11:48, 58.050000, 3.000000,
CH0342342653, 23.10.2020, 13:57, 70.000000, 20.000000,
CH0342342653, 23.10.2020, 13:59, 70.000000, 2.000000,
CH0342342653, 01.02.2021, 09:26, 73.000000, 6.000000,
CH0342342653, 16.02.2021, 09:43, 68.050000, 20.000000,
CH0342342653, 18.02.2021, 12:03, 69.000000, 3.000000,
CH0342342653, 22.02.2021, 16:24, 70.000000, 20.000000,
