Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0002046495, 28.06.2021, 09:36, 230.000000, 30.000000,
CH0002046495, 22.01.2026, 10:05, 236.500000, 20.000000,
CH0002046495, 06.10.2021, 12:08, 250.000000, 20.000000,
CH0002046495, 06.10.2021, 14:57, 210.000000, 20.000000,
CH0002046495, 01.12.2021, 09:34, 210.000000, 40.000000,
CH0002046495, 28.12.2021, 09:46, 210.000000, 60.000000,
CH0002046495, 09.11.2022, 08:51, 215.000000, 50.000000,
CH0002046495, 05.12.2022, 08:33, 215.000000, 50.000000,
CH0002046495, 26.01.2023, 09:46, 220.000000, 40.000000,
CH0002046495, 28.03.2023, 11:54, 220.000000, 1.000000,
CH0002046495, 06.10.2023, 08:58, 230.000000, 100.000000,
CH0002046495, 26.10.2023, 11:44, 230.000000, 31.000000,
CH0002046495, 26.10.2023, 11:44, 220.000000, 49.000000,
CH0002046495, 16.11.2023, 14:40, 217.000000, 30.000000,
CH0002046495, 09.02.2024, 10:37, 220.000000, 20.000000,
CH0002046495, 10.06.2024, 11:06, 225.000000, 40.000000,
CH0002046495, 27.06.2024, 10:26, 225.000000, 10.000000,
CH0002046495, 01.07.2024, 15:38, 225.000000, 40.000000,
CH0002046495, 22.07.2024, 08:52, 225.000000, 40.000000,
CH0002046495, 10.10.2024, 09:48, 225.000000, 45.000000,
CH0002046495, 25.06.2025, 15:14, 208.000000, 10.000000,
CH0002046495, 25.06.2025, 15:14, 207.000000, 10.000000,
CH0002046495, 03.11.2025, 16:05, 209.000000, 30.000000,
CH0002046495, 20.11.2025, 08:33, 209.000000, 10.000000,
CH0002046495, 15.03.2006, 16:23, 1851.000000, 4.000000,
CH0002046495, 03.07.2006, 09:20, 1900.000000, 18.000000,
CH0002046495, 10.08.2006, 09:04, 1880.000000, 6.000000,
CH0002046495, 02.11.2006, 14:29, 1920.000000, 10.000000,
CH0002046495, 28.12.2006, 10:32, 1950.000000, 9.000000,
CH0002046495, 21.02.2007, 10:05, 2100.000000, 5.000000,
CH0002046495, 26.09.2007, 11:58, 2060.000000, 15.000000,
CH0002046495, 16.11.2007, 08:58, 2060.000000, 7.000000,
CH0002046495, 18.02.2008, 10:19, 2100.000000, 8.000000,
