Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0001418216, 29.01.2026, 15:33, 4375.000000, 1.000000,
CH0001418216, 10.12.2021, 12:03, 8000.000000, 1.000000,
CH0001418216, 10.12.2021, 12:20, 8000.000000, 1.000000,
CH0001418216, 23.02.2026, 15:12, 4100.000000, 1.000000,
CH0001418216, 03.01.2022, 14:51, 9000.000000, 2.000000,
CH0001418216, 09.03.2022, 14:24, 8000.000000, 1.000000,
CH0001418216, 13.06.2022, 09:52, 8100.000000, 1.000000,
CH0001418216, 13.06.2022, 10:06, 8000.000000, 1.000000,
CH0001418216, 15.12.2022, 16:34, 8000.000000, 2.000000,
CH0001418216, 07.03.2023, 13:00, 8000.000000, 1.000000,
CH0001418216, 10.03.2023, 12:44, 7800.000000, 1.000000,
CH0001418216, 20.03.2023, 09:16, 7810.000000, 1.000000,
CH0001418216, 13.07.2023, 14:27, 7500.000000, 1.000000,
CH0001418216, 24.07.2023, 16:57, 7250.000000, 1.000000,
CH0001418216, 07.08.2023, 08:30, 7500.000000, 1.000000,
CH0001418216, 08.08.2023, 09:18, 7000.000000, 1.000000,
CH0001418216, 08.08.2023, 09:18, 6500.000000, 2.000000,
CH0001418216, 08.08.2023, 10:26, 6500.000000, 2.000000,
CH0001418216, 08.08.2023, 10:40, 6500.000000, 1.000000,
CH0001418216, 08.08.2023, 10:44, 6500.000000, 1.000000,
CH0001418216, 14.08.2023, 16:03, 6550.000000, 1.000000,
CH0001418216, 15.08.2023, 16:16, 6550.000000, 1.000000,
CH0001418216, 25.09.2023, 10:09, 6000.000000, 1.000000,
CH0001418216, 08.05.2024, 14:10, 5750.000000, 1.000000,
CH0001418216, 17.05.2024, 11:48, 5600.000000, 1.000000,
CH0001418216, 22.05.2024, 10:20, 5300.000000, 1.000000,
CH0001418216, 22.05.2024, 10:20, 5300.000000, 1.000000,
CH0001418216, 29.07.2024, 08:42, 4650.000000, 1.000000,
CH0001418216, 19.08.2024, 16:17, 5000.000000, 1.000000,
CH0001418216, 14.03.2025, 09:02, 4750.000000, 1.000000,
CH0001418216, 04.04.2025, 14:34, 5500.000000, 1.000000,
CH0001418216, 03.03.2020, 13:46, 10500.000000, 1.000000,
CH0001418216, 26.09.2025, 14:23, 4300.000000, 2.000000,
CH0001418216, 06.10.2025, 10:09, 4200.000000, 1.000000,
CH0001418216, 06.10.2025, 10:09, 4100.000000, 1.000000,
CH0001418216, 07.05.2004, 13:56, 5550.000000, 5.000000,
CH0001418216, 30.08.2004, 11:46, 5850.000000, 5.000000,
CH0001418216, 30.08.2004, 13:08, 6500.000000, 7.000000,
CH0001418216, 30.08.2004, 14:48, 6700.000000, 5.000000,
CH0001418216, 31.08.2004, 10:17, 7000.000000, 5.000000,
CH0001418216, 21.09.2004, 11:16, 6500.000000, 5.000000,
