Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0586685981, 15.01.2026, 08:30, 500.000000, 1.000000,
CH0586685981, 13.10.2021, 14:51, 600.000000, 1.000000,
CH0586685981, 20.02.2026, 09:29, 560.000000, 3.000000,
CH0586685981, 20.02.2026, 10:22, 560.000000, 2.000000,
CH0586685981, 08.12.2021, 10:52, 380.000000, 2.000000,
CH0586685981, 24.02.2026, 15:00, 560.000000, 2.000000,
CH0586685981, 24.02.2026, 16:45, 560.000000, 1.000000,
CH0586685981, 29.12.2021, 15:37, 500.000000, 3.000000,
CH0586685981, 22.04.2026, 13:51, 570.000000, 1.000000,
CH0586685981, 26.05.2023, 08:31, 550.000000, 2.000000,
CH0586685981, 02.05.2024, 09:13, 190.000000, 2.000000,
CH0586685981, 02.05.2024, 09:13, 185.000000, 2.000000,
CH0586685981, 13.06.2024, 15:02, 700.000000, 1.000000,
CH0586685981, 10.07.2024, 15:05, 501.000000, 2.000000,
CH0586685981, 10.07.2024, 15:05, 500.000000, 2.000000,
CH0586685981, 14.11.2024, 08:31, 687.000000, 1.000000,
CH0586685981, 14.11.2024, 08:31, 687.000000, 1.000000,
CH0586685981, 21.02.2025, 15:27, 650.000000, 1.000000,
CH0586685981, 21.02.2025, 15:27, 655.000000, 1.000000,
CH0586685981, 11.03.2025, 16:34, 655.000000, 3.000000,
CH0586685981, 24.03.2025, 08:31, 654.000000, 2.000000,
CH0586685981, 07.04.2025, 09:13, 655.000000, 4.000000,
CH0586685981, 08.05.2025, 08:42, 650.000000, 2.000000,
CH0586685981, 03.06.2025, 14:43, 505.000000, 2.000000,
