Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0001337200, 26.04.2021, 14:23, 1970.000000, 5.000000,
CH0001337200, 25.05.2021, 16:45, 1971.000000, 5.000000,
CH0001337200, 25.05.2021, 16:45, 1970.000000, 2.000000,
CH0001337200, 10.06.2021, 15:43, 1970.000000, 10.000000,
CH0001337200, 11.06.2021, 10:38, 1970.000000, 1.000000,
CH0001337200, 11.06.2021, 15:34, 1970.000000, 10.000000,
CH0001337200, 11.06.2021, 15:37, 1970.000000, 14.000000,
CH0001337200, 10.08.2021, 15:07, 1980.000000, 4.000000,
CH0001337200, 21.02.2022, 14:40, 1995.000000, 5.000000,
CH0001337200, 23.03.2026, 10:37, 2400.000000, 2.000000,
CH0001337200, 10.03.2023, 08:31, 2050.000000, 5.000000,
CH0001337200, 24.03.2023, 09:04, 2050.000000, 10.000000,
CH0001337200, 05.04.2023, 13:53, 2050.000000, 1.000000,
CH0001337200, 09.05.2023, 09:11, 2050.000000, 1.000000,
CH0001337200, 16.05.2023, 08:32, 2050.000000, 1.000000,
CH0001337200, 30.05.2023, 13:28, 2050.000000, 1.000000,
CH0001337200, 13.06.2023, 11:07, 2050.000000, 4.000000,
CH0001337200, 19.07.2023, 14:33, 2015.000000, 5.000000,
CH0001337200, 19.07.2023, 14:33, 2010.000000, 5.000000,
CH0001337200, 25.08.2023, 08:45, 2050.000000, 7.000000,
CH0001337200, 28.08.2023, 09:26, 2050.000000, 5.000000,
CH0001337200, 04.09.2023, 11:02, 2060.000000, 3.000000,
CH0001337200, 04.09.2023, 14:15, 2100.000000, 5.000000,
CH0001337200, 06.10.2023, 13:35, 2060.000000, 2.000000,
CH0001337200, 06.10.2023, 13:35, 2050.000000, 3.000000,
CH0001337200, 16.11.2023, 11:59, 2100.000000, 5.000000,
CH0001337200, 16.11.2023, 11:59, 2050.000000, 6.000000,
CH0001337200, 26.01.2024, 08:58, 2100.000000, 19.000000,
CH0001337200, 04.03.2024, 09:26, 2100.000000, 7.000000,
CH0001337200, 25.03.2024, 10:07, 2100.000000, 3.000000,
CH0001337200, 24.05.2024, 14:47, 2450.000000, 1.000000,
CH0001337200, 28.06.2024, 14:38, 2200.000000, 4.000000,
CH0001337200, 06.08.2024, 12:58, 2200.000000, 2.000000,
CH0001337200, 02.09.2024, 08:30, 2200.000000, 3.000000,
CH0001337200, 06.01.2025, 08:30, 2200.000000, 2.000000,
CH0001337200, 22.01.2025, 14:51, 2200.000000, 2.000000,
CH0001337200, 11.03.2025, 10:37, 2200.000000, 4.000000,
CH0001337200, 04.04.2025, 13:17, 2300.000000, 1.000000,
CH0001337200, 30.04.2025, 16:33, 2300.000000, 3.000000,
CH0001337200, 12.09.2025, 14:39, 2305.000000, 1.000000,
CH0001337200, 07.10.2025, 10:10, 2305.000000, 3.000000,
CH0001337200, 07.10.2025, 16:34, 2300.000000, 7.000000,
CH0001337200, 27.10.2025, 11:19, 2300.000000, 7.000000,
CH0001337200, 28.11.2025, 15:53, 2300.000000, 2.000000,
CH0001337200, 19.02.2004, 09:00, 1525.000000, 5.000000,
CH0001337200, 19.02.2004, 13:32, 1525.000000, 4.000000,
CH0001337200, 04.03.2004, 16:32, 1540.000000, 5.000000,
CH0001337200, 15.04.2004, 09:42, 1540.000000, 10.000000,
