Isin, Datum, Zeit, Kurs, Volumen, Off Book
CH0002655501, 17.12.2025, 14:16, 19250.000000, 1.000000,
CH0002655501, 23.04.2021, 15:04, 14800.000000, 1.000000,
CH0002655501, 23.04.2021, 15:04, 15000.000000, 1.000000,
CH0002655501, 28.05.2021, 15:29, 15000.000000, 1.000000,
CH0002655501, 07.06.2021, 14:58, 13025.000000, 1.000000,
CH0002655501, 21.01.2026, 16:47, 20000.000000, 1.000000,
CH0002655501, 26.11.2021, 14:51, 13500.000000, 1.000000,
CH0002655501, 03.01.2022, 08:45, 13250.000000, 1.000000,
CH0002655501, 01.04.2026, 15:23, 23000.000000, 1.000000,
CH0002655501, 22.04.2022, 11:19, 15000.000000, 1.000000,
CH0002655501, 18.08.2022, 13:21, 13020.000000, 1.000000,
CH0002655501, 10.11.2022, 09:47, 14500.000000, 1.000000,
CH0002655501, 24.01.2023, 09:02, 12600.000000, 1.000000,
CH0002655501, 07.03.2023, 10:28, 14300.000000, 1.000000,
CH0002655501, 11.05.2023, 09:48, 12100.000000, 1.000000,
CH0002655501, 06.06.2023, 10:54, 12100.000000, 1.000000,
CH0002655501, 19.06.2023, 13:39, 12000.000000, 1.000000,
CH0002655501, 18.10.2023, 10:12, 14000.000000, 1.000000,
CH0002655501, 15.12.2023, 16:14, 13000.000000, 1.000000,
CH0002655501, 16.05.2024, 13:08, 16000.000000, 1.000000,
CH0002655501, 09.12.2024, 11:28, 14750.000000, 1.000000,
CH0002655501, 20.12.2024, 08:55, 15500.000000, 1.000000,
CH0002655501, 07.01.2025, 10:34, 15000.000000, 2.000000,
CH0002655501, 27.01.2025, 15:27, 20000.000000, 1.000000,
CH0002655501, 27.05.2025, 14:06, 16700.000000, 1.000000,
CH0002655501, 02.07.2025, 10:21, 18500.000000, 1.000000,
CH0002655501, 02.07.2025, 10:21, 20000.000000, 1.000000,
CH0002655501, 20.08.2025, 09:49, 20000.000000, 1.000000,
CH0002655501, 25.04.2006, 09:58, 7500.000000, 1.000000,
CH0002655501, 27.09.2006, 16:17, 7610.000000, 1.000000,
CH0002655501, 01.11.2006, 09:51, 7600.000000, 1.000000,
CH0002655501, 25.07.2007, 16:06, 7910.000000, 1.000000,
CH0002655501, 26.07.2007, 16:18, 7910.000000, 1.000000,
CH0002655501, 11.08.2008, 14:34, 8200.000000, 1.000000,
CH0002655501, 11.08.2008, 14:34, 8175.000000, 1.000000,
CH0002655501, 24.09.2008, 12:40, 8400.000000, 1.000000,
CH0002655501, 01.12.2008, 16:29, 8500.000000, 2.000000,
CH0002655501, 01.12.2008, 16:29, 8200.000000, 1.000000,
CH0002655501, 01.12.2008, 16:29, 8100.000000, 1.000000,
CH0002655501, 29.01.2009, 11:50, 8100.000000, 1.000000,
CH0002655501, 02.03.2009, 10:24, 9500.000000, 1.000000,
CH0002655501, 16.04.2009, 11:24, 8700.000000, 1.000000,
CH0002655501, 24.04.2009, 10:32, 8360.000000, 1.000000,
CH0002655501, 02.06.2009, 15:43, 8850.000000, 1.000000,
CH0002655501, 20.04.2010, 10:27, 8500.000000, 1.000000,
CH0002655501, 31.05.2010, 16:02, 8500.000000, 1.000000,
CH0002655501, 03.06.2010, 16:38, 9200.000000, 2.000000,
CH0002655501, 30.07.2010, 12:58, 8400.000000, 1.000000,
CH0002655501, 09.08.2010, 14:51, 8400.000000, 1.000000,
CH0002655501, 28.02.2011, 14:28, 9500.000000, 1.000000,
CH0002655501, 04.08.2011, 16:56, 8750.000000, 1.000000,
CH0002655501, 15.08.2012, 09:58, 8950.000000, 1.000000,
CH0002655501, 05.11.2012, 09:33, 9000.000000, 1.000000,
CH0002655501, 20.02.2013, 15:11, 9050.000000, 1.000000,
CH0002655501, 25.10.2013, 14:22, 10500.000000, 1.000000,
CH0002655501, 18.12.2013, 11:56, 10700.000000, 1.000000,
CH0002655501, 07.02.2014, 08:29, 11000.000000, 1.000000,
CH0002655501, 22.09.2014, 09:11, 13500.000000, 1.000000,
CH0002655501, 22.09.2014, 09:11, 13500.000000, 1.000000,
CH0002655501, 24.11.2014, 14:01, 13500.000000, 1.000000,
CH0002655501, 24.11.2014, 14:52, 13500.000000, 1.000000,
CH0002655501, 24.11.2014, 15:05, 13500.000000, 1.000000,
CH0002655501, 01.12.2014, 08:48, 13000.000000, 1.000000,
CH0002655501, 01.12.2014, 09:01, 13000.000000, 1.000000,
CH0002655501, 09.12.2014, 11:41, 13000.000000, 1.000000,
CH0002655501, 29.12.2014, 15:50, 13000.000000, 1.000000,
CH0002655501, 14.01.2015, 16:54, 9250.000000, 1.000000,
CH0002655501, 07.04.2015, 09:18, 10750.000000, 1.000000,
CH0002655501, 15.06.2015, 11:05, 13000.000000, 1.000000,
CH0002655501, 02.07.2015, 10:27, 14000.000000, 1.000000,
CH0002655501, 21.08.2015, 09:20, 13500.000000, 1.000000,
CH0002655501, 08.09.2015, 12:02, 12500.000000, 1.000000,
CH0002655501, 21.12.2015, 14:58, 13000.000000, 1.000000,
CH0002655501, 28.07.2016, 11:48, 13500.000000, 1.000000,
CH0002655501, 06.04.2017, 08:02, 12500.000000, 1.000000,
CH0002655501, 06.04.2017, 08:35, 11500.000000, 1.000000,
CH0002655501, 08.06.2017, 10:17, 11500.000000, 1.000000,
CH0002655501, 10.07.2017, 12:46, 13000.000000, 1.000000,
CH0002655501, 19.04.2018, 09:34, 12000.000000, 1.000000,
CH0002655501, 11.05.2018, 13:49, 11100.000000, 1.000000,
CH0002655501, 11.05.2018, 13:49, 11000.000000, 1.000000,
CH0002655501, 25.06.2019, 09:19, 13300.000000, 1.000000,
CH0002655501, 29.10.2019, 14:54, 14500.000000, 1.000000,
CH0002655501, 04.11.2019, 14:29, 14750.000000, 1.000000,
CH0002655501, 02.04.2020, 15:08, 13000.000000, 1.000000,
CH0002655501, 29.04.2020, 09:12, 12000.000000, 1.000000,
